Date,TARGET,PC1,PC2,PC3,CrossSecMean,CrossSecStd,SlopeTenor,SlopeMaturity,RV22,RQ22,BPV22,AbsR_1,AbsR_5
2050-02-03,0.040561147,-11.586763554722335,3.5374155604882085,-0.5190418544501472,0.20886166515178578,0.09664591230402618,-0.00026337199999999783,0.182832498,0.15650334037585997,6.444961097771066e-05,0.012881858230663058,0.06095982271181688,0.03037877893485419
2050-02-05,0.041211367,-10.325800721722688,2.9775435020620393,-0.2821677695966873,0.21032473090178572,0.09652191574816288,-0.0002506955000000019,0.18578080199999994,0.15677484810534217,6.448540177457932e-05,0.013575718630374326,0.015903478385078884,0.024162703013660726
2050-02-06,0.040006554,-12.658242737278595,2.725884486231883,-0.7933103505006022,0.20745617254464283,0.09561425049987399,-0.00016496850000000118,0.18165090599999997,0.14864058094473268,5.3939302486761604e-05,0.013296051332530829,0.029670825668871803,0.028496959205248994
2050-02-08,0.040059591,-13.341066944823067,2.795042748935265,-0.5067143245438785,0.20661020189732152,0.09531690815609095,-0.0002357899999999996,0.181133358,0.14847921551433677,5.3936835473634645e-05,0.01292642840838685,0.0013248298080901222,0.02305034027334818
2050-02-09,0.042408675,-11.811572930379974,1.0731321264159661,1.383587976119419,0.208166152125,0.0936664999775526,-0.0004615380000000009,0.188975208,0.15852423924799672,6.445489223497356e-05,0.012911803578227889,0.05698481986690229,0.032968755288152
2050-02-10,0.042230401,-9.92915866124417,0.8794682051165517,0.5544265828632133,0.21050137175892855,0.0945228528809698,-0.0002504584999999983,0.19040191799999998,0.15574971424779363,6.366362907186657e-05,0.012770556853760067,0.004212575846986422,0.021619305915185905
2050-02-12,0.044638829,-4.883437527538776,0.6753458545104613,1.3873666248377294,0.21663173312053588,0.09598641743773237,-0.00032850900000000113,0.199600662,0.16528136470487442,7.312652073617975e-05,0.012883893865419853,0.05546372113013831,0.02953135446419779
2050-02-13,0.046743705,-4.628149181032155,-0.11974247806856723,3.4772484133560586,0.21673558045535718,0.09465060288732019,-0.0006942869999999983,0.20473956599999996,0.16753922361879578,7.57524616662726e-05,0.015290041466952741,0.04607550861169463,0.03281229105276236
2050-02-15,0.046640341,-6.0193320750523345,0.38179665235161764,3.8721418006315975,0.2150665269375,0.09438396326944377,-0.0008427620000000004,0.20276822999999994,0.16106100157803707,7.120004098255375e-05,0.013681404808685552,0.0022137409255660323,0.03299007327625754
2050-02-16,0.044548783,-6.264373222351158,1.9127136734495747,1.8217431059511113,0.21506417831696426,0.09634629111961682,-0.0005382105000000005,0.19691336999999995,0.16724620364744333,7.56258127141124e-05,0.013384490353198952,0.045881017413229586,0.030769312785522994
2050-02-18,0.044034356,-5.532751538476956,2.951172631286334,1.0888164700739034,0.21613339408482135,0.09780215652995435,-0.00045908349999999876,0.195398748,0.16758484056738834,7.564354810280394e-05,0.013877369541501854,0.011614688502882053,0.032249735316702124
2050-02-19,0.044459328,-6.315362276975197,2.7593203429817237,1.7925084470481223,0.21511004247321427,0.09707862452898965,-0.0006013995000000022,0.19576542,0.1675844319665024,7.564352281689913e-05,0.013944341184455065,0.00960464629181823,0.023077920349038106
2050-02-21,0.04503088,-7.303753440283171,1.533956946933379,2.665387302092136,0.2136947580714287,0.0953127577179613,-0.0007002029999999999,0.19735931999999995,0.16118458731163826,7.05297798238418e-05,0.01360935833173794,0.012773682937761155,0.016417555214251412
2050-02-22,0.044728821,-6.556177335223028,1.8898518812552936,2.110118073501746,0.21468737162500004,0.0961093671381331,-0.0006010055000000014,0.19703444399999995,0.14736757948563226,5.196808885785214e-05,0.010569863634225067,0.006730417701250158,0.017320890569388236
2050-02-24,0.04432488,-8.14746091378717,1.310513297321631,2.1902380560754704,0.21265527708482151,0.09497039241110335,-0.0005937914999999995,0.19554771599999995,0.14711494379554185,5.19503083174155e-05,0.009809254247695735,0.009071914267678505,0.00995906994027802
2050-02-25,0.043299784,-10.233591134900488,1.2395622049963062,1.8057094858032825,0.21010339833482147,0.09425481016830452,-0.0005385935000000001,0.19187323799999997,0.1451530762021523,5.099367937608974e-05,0.009602431512366767,0.02339849813745687,0.012315831867192983
2050-02-27,0.044705485,-7.404269904024772,0.12258579929283984,2.2789844464134914,0.21341731400446418,0.09421391286933384,-0.0005036840000000008,0.19823117399999995,0.14454225962164347,5.0601137046057146e-05,0.009191344673626365,0.03194855448341993,0.016784613505513322
2050-02-28,0.044769096,-7.645869798438124,-0.24053687434017468,2.4098973136637127,0.21306911462500006,0.09376914720406829,-0.0005045090000000002,0.19855314,0.143718873919402,5.054384225782951e-05,0.008701340724960219,0.0014218789293258816,0.01451425270382627
2050-03-01,0.044641988,-9.673994645256547,-0.29078898836387784,2.961215448060491,0.21054033159821423,0.09273979090085775,-0.0006469160000000009,0.19662703199999995,0.13585181544273328,4.567092680253135e-05,0.007978465825047165,0.0028432288244686355,0.013736814928469964
2050-03-03,0.044833357,-8.295826191801245,-0.25212899891379204,2.6974624672918277,0.21225323414732153,0.09340129830097334,-0.0005734569999999994,0.198135162,0.13568353177559786,4.566716654259721e-05,0.007614778511363249,0.004277587123062254,0.012777949499546715
2050-03-04,0.0427378,-8.228793282176278,1.5913878111654165,0.5556675084698177,0.21267936192857143,0.09578465280128097,-0.0002814810000000001,0.19206537,0.14101728515080994,5.025259155311756e-05,0.007591090497249659,0.04786866371753007,0.017671982615561355
2050-03-06,0.042751621,-12.171054243962347,0.6915491183436175,1.8498520320082343,0.20765156391964265,0.09302850028349902,-0.0005328385000000005,0.18975570600000002,0.14082374296743974,5.0249604649100516e-05,0.0073954468200608,0.0003233382553946562,0.011346939369956299
2050-03-07,0.043623192,-10.704021439779474,-0.06468436278762583,2.2407240999523412,0.20934037972767852,0.09279835812764715,-0.0005302454999999984,0.19353797400000003,0.12854000376388452,3.660610370280672e-05,0.006951311963490027,0.020181822745135136,0.01509892813311815
2050-03-09,0.043799623,-11.502614643682994,-0.7162988214541702,2.66664622451545,0.20825652461160699,0.09178791434236687,-0.0005778209999999992,0.193917678,0.12761623507504108,3.6542400273743956e-05,0.006063298117179155,0.004036274501736159,0.015337537268571655
2050-03-10,0.042373287,-12.489725652380594,-0.22843372688085273,1.5098447995531765,0.2071650560803571,0.09224588578011926,-0.00039388350000000086,0.189750372,0.1284586456355305,3.6968757405628235e-05,0.005725058004691319,0.03310706993467161,0.021103433830893525
2050-03-12,0.044116824,-11.739202994098434,-1.6684917161091948,3.0387126969206677,0.20783158439732138,0.09077389743421452,-0.0005799754999999997,0.195392592,0.134632158609636,3.9612466645896884e-05,0.007020727782924896,0.040323066195365076,0.019594314326460527
2050-03-13,0.046406374,-10.977532532788427,-3.850702095692081,5.113732611677189,0.20840362424107142,0.08857892797678951,-0.0008203830000000009,0.20287778399999998,0.1320547788291397,3.562087699507704e-05,0.008985402895024638,0.05059561418726055,0.029648769512833704
2050-03-15,0.046340076,-11.562251055507478,-5.171943538316678,5.189514295487812,0.20753263281696424,0.08732206321746337,-0.0007281360000000008,0.20379152399999995,0.13199531335679512,3.562056625948465e-05,0.008817684617475707,0.0014296614326991808,0.025898337250346515
2050-03-16,0.046177798,-12.041979739257469,-4.429000914715215,5.211940967271076,0.20702449314732146,0.08768155159123862,-0.0008077290000000001,0.202189686,0.11982839699295045,2.615756138256058e-05,0.00858905479387164,0.003508039244841221,0.025792690198967527
2050-03-18,0.044618896,-14.645066742838479,-3.0055222003239543,4.506574832721015,0.20402455029017852,0.08803309236648153,-0.0008254824999999986,0.195308694,0.11582418902191322,2.3041501765331516e-05,0.006154007571252427,0.034341673379584936,0.026039610887950194
2050-03-19,0.044866357,-10.749458885013105,-1.1098130734001044,3.5254080629489266,0.2090891590580358,0.09143692382962232,-0.0007145009999999993,0.19704123,0.11593503199137527,2.3042413468265198e-05,0.0062419445778515575,0.005530780156799864,0.01908115368023715
2050-03-20,0.042762636,-15.577500145441903,-1.9754748944278362,2.8869291169065634,0.20308486015178562,0.08910015764245757,-0.0005843305000000007,0.18979615199999997,0.11679948649491668,2.3929920681312317e-05,0.00640598329025684,0.04802349593176336,0.018566730029137713
2050-03-22,0.042304655,-15.297068568493629,-1.2023360221954018,2.3382985654130217,0.20355124915624992,0.09004975012032401,-0.0005293590000000001,0.18828704399999996,0.11671829479105067,2.3925164785455587e-05,0.006390187521752498,0.0107676033764883,0.020434318417895538
2050-03-23,0.041072873,-19.490372964294835,-1.8254925920810916,2.4123655270157887,0.1983196135937499,0.08791258917704681,-0.0005620739999999992,0.18292050599999998,0.12001695366511815,2.467905986009834e-05,0.006596807129639676,0.02954924801945813,0.025642560172818917
2050-03-25,0.041554714,-20.087319853206143,-2.136207528189029,3.1211030169230454,0.19751173699553562,0.08717053082160371,-0.0006950899999999989,0.18367009799999995,0.11990383581330599,2.467093992007657e-05,0.006818755940898182,0.011663089277012872,0.021106843352304505
2050-03-26,0.04147443,-19.86303622979528,-1.6388961147321846,2.981438350656392,0.19785408462500004,0.08772326542298431,-0.0007030275000000016,0.18315512399999997,0.11973041048880056,2.4668901950610728e-05,0.006755338684935921,0.0019338757730902323,0.020387462475562577
2050-03-28,0.040119043,-22.41254852248143,-2.193548061528101,2.36014629540413,0.19468942131250006,0.0865279343618984,-0.0005700215000000002,0.17888812799999998,0.12392351487839365,2.5880869590153994e-05,0.006758535836886702,0.03322598339370675,0.017427959967951257
2050-03-29,0.039357639,-21.730583410223105,-0.6324641615312805,1.3788971639316077,0.1957685625892857,0.08847473712440677,-0.0004810854999999989,0.17626412999999994,0.12319372003280354,2.5715919928804913e-05,0.007182910524408111,0.019161023740758232,0.019106644040805244
2050-03-31,0.03797154,-24.77292666790403,-0.8294783151408704,0.8948551248722717,0.19203650704464284,0.08736435974393741,-0.0004172640000000005,0.17104172399999998,0.12426355525459551,2.63264489647e-05,0.007122345464356322,0.035853153872026144,0.020367425211318846
2050-04-01,0.040170974,-20.679935929467053,-1.4229707354943144,1.8633296710834997,0.1969361416741073,0.08800711679653145,-0.0005007954999999981,0.17965985999999998,0.13641837716890284,3.637892225259955e-05,0.009095729388656104,0.056307763270927236,0.02929636001010172
2050-04-03,0.040640707,-20.26282213846893,-1.3477377218830577,2.231735198723007,0.19743779162499994,0.0880925198787315,-0.0005760305000000014,0.18086657999999997,0.13688331541798282,3.6397123062917255e-05,0.009746292830571813,0.01162550474475088,0.031234685804433848
2050-04-04,0.041238932,-20.86303881848422,-2.2692051272393168,3.0392621473506267,0.19654743360714283,0.0867977244745166,-0.0006798109999999989,0.18252242400000002,0.13759459019944778,3.644238201952914e-05,0.00990400907872837,0.014612561853774686,0.027512001496447436
2050-04-06,0.040950074,-18.51587862020421,-0.880824273609229,1.9940106413791372,0.19965320296428576,0.08923118001332228,-0.0005358874999999985,0.18248576999999994,0.12919083231753223,3.119426820591711e-05,0.009801960504300048,0.0070291442469718746,0.025085625597690165
2050-04-07,0.040211255,-18.428439262749066,-0.43132053266195025,1.1933909931144862,0.19985905200446444,0.08994325883325674,-0.0004064049999999986,0.18060239399999997,0.13046704570755807,3.1304149445023905e-05,0.009914460154942841,0.01820668581562046,0.02155633198640903
2050-04-09,0.040167582,-17.872830151219294,-0.5419765595554255,0.9550411787975712,0.2005412974017858,0.090144358159197,-0.0003411435000000018,0.18110498400000002,0.12890122155348233,3.113825268684124e-05,0.00992771942597909,0.0010866791789405639,0.010512115168011694
2050-04-10,0.040052741,-16.50088713881061,1.007609014497552,0.44769026668930245,0.20244727038392854,0.09219285751805252,-0.00033756399999999853,0.18037352399999995,0.12886982186250226,3.113805447381286e-05,0.00984937136597293,0.002863141761508814,0.00875964257136328
2050-04-11,0.04051856,-17.586994744866182,0.5911855774310866,1.2902933542918886,0.20101456364732168,0.09111284992067124,-0.0004927619999999973,0.18083118,0.125080200562548,2.99545439872858e-05,0.009748848738194253,0.011563030119886797,0.008149736224585702
2050-04-13,0.041465428,-19.72284121611627,-0.79286121517491,2.9670274733171706,0.19813018189732132,0.08850450723014952,-0.0007675349999999997,0.18230757599999997,0.12063461907012388,2.7595565335764905e-05,0.008680974763079453,0.023099879065104467,0.01136388318821222
2050-04-14,0.039207901,-22.550000524926414,-0.771486033410982,1.4874334720679918,0.19473957760267838,0.08801233609094089,-0.0005056495000000001,0.17540285999999997,0.12299085349336868,3.0864067826912016e-05,0.007933975822163085,0.055981737199014336,0.018918893464890996
2050-04-16,0.039111872,-20.961323656345165,-0.5583426472445333,0.8583064678088319,0.19675073782589284,0.08901423178165255,-0.000369493000000002,0.176348904,0.12300698981417359,3.086409981061833e-05,0.00799892131880716,0.0024522299910647583,0.019192003627315834
2050-04-17,0.038613599,-19.776616496092128,0.9474448201176137,-0.00010503942837057825,0.19844150254910708,0.09109385919594327,-0.00029424000000000117,0.174732024,0.12362364215338251,3.089097299416872e-05,0.008025347356904937,0.012821532492908627,0.021183681773595798
2050-04-19,0.040288566,-14.480206387579281,1.7238629888418529,0.05992797838378503,0.20504191141071426,0.09372341339694325,-0.00028431100000000237,0.18178505399999997,0.12612127725063974,3.275135501219911e-05,0.008449318544243118,0.042463186486358495,0.027363713046890135
2050-04-20,0.040730406,-11.663150929941075,2.827644851143977,-0.35299905667308235,0.20866671462499994,0.09591362788416406,-0.00024445049999999996,0.18385701000000002,0.12647115753785607,3.276457235499916e-05,0.008722536047798412,0.010907183081589888,0.02492517385018722
2050-04-22,0.041791926,-9.86528244140885,2.1512008694420555,0.1337934664406883,0.21076209045982144,0.09580722431309828,-0.00026404049999999984,0.18821154599999995,0.11979416335409639,2.7883924792872022e-05,0.008737551636536441,0.025728273285450243,0.018874481067474403
2050-04-23,0.042336123,-7.492916240480397,3.7758775090187817,0.0023337120525880016,0.21389092417410724,0.09819651280242901,-0.00032864700000000135,0.18953950199999994,0.12000866627432642,2.7898498372417227e-05,0.008553313994235826,0.012937530278537945,0.02097154112496904
2050-04-25,0.042103991,-6.382797667956578,5.117057296172073,-0.5367289557688245,0.2154576768169643,0.10002969067437509,-0.0003067750000000022,0.188571666,0.11644377044049849,2.7137007215171065e-05,0.008306272009536951,0.005498158962080613,0.019506866418803438
2050-04-26,0.042557748,-3.1984061841722498,5.647432725693583,-1.0921516953434562,0.21946454394196427,0.10190449865820488,-0.0001943650000000019,0.19150860599999997,0.1163530380752061,2.7131706954818625e-05,0.008020573433928245,0.01071939580454151,0.01315810828244004
2050-04-28,0.042142665,-4.904768080047284,6.751628990779218,-0.8912918256308264,0.21750580525892868,0.10222428523610526,-0.0003384399999999989,0.18814663799999998,0.11674911017031184,2.7140921477685088e-05,0.008103082290867132,0.009801282147504864,0.012936928095623034
2050-04-29,0.044915802,-1.5685541739723505,4.742532033271727,0.7838495201385952,0.2212445538258929,0.10100881748079203,-0.0004846514999999989,0.198460272,0.12879354434291468,4.24170556246985e-05,0.008663453497246227,0.06372902251980328,0.020537077942493643
2050-04-30,0.045138516,-1.753608388732944,5.0746868465417965,1.1022293603211737,0.22104319307142872,0.10112258724079365,-0.0005799060000000016,0.198371028,0.12745625670859229,4.228285884102196e-05,0.00834202771730869,0.004946224878647154,0.018938816862515483
2050-05-02,0.046564029,-1.0344938859365111,3.8746063066043153,2.290727119129991,0.22170901663839288,0.09988946233310327,-0.0007246709999999996,0.202979556,0.12619979564982084,4.1565066257446774e-05,0.007808834774338059,0.031092437833999842,0.02405767263689933
2050-05-03,0.047274914,0.351693019446883,4.84029201229665,2.633064326506431,0.22351478376785713,0.10115088573558889,-0.000859180000000001,0.20439099599999994,0.11395345990681963,3.156528980110837e-05,0.0062611197706108086,0.015151462215027056,0.02494408591899644
2050-05-05,0.046900854,-3.010990449406364,3.3611483155307114,3.2962498143381254,0.2191655801383928,0.09832141862785057,-0.000925928999999999,0.20247250200000003,0.11363689712698605,3.155100597300335e-05,0.005726875471286482,0.007943911157879846,0.024572611721071436
2050-05-06,0.046100206,-3.8274788306579923,3.8549506753638534,2.755478202871683,0.21825462572767856,0.09864693576403939,-0.0008613430000000005,0.199745142,0.1140012850184779,3.159330996703451e-05,0.005693779025937484,0.017218465702419916,0.015270500357594762
2050-05-08,0.04574282,-3.137125048922257,4.545211598053661,2.1823024894734115,0.21922068035267847,0.0997342378378806,-0.0007849539999999974,0.198912384,0.11405021987395111,3.1594537278300744e-05,0.0057250692908642235,0.007782579024790071,0.015837771186823345
2050-05-09,0.046866745,1.0799033114552496,5.583881898254376,1.9984975248071926,0.22453583008035696,0.1023225748244622,-0.0007744044999999991,0.20343209999999998,0.11517453340196987,3.183181726339506e-05,0.005786002477858013,0.024273522600842146,0.014473988140191806
2050-05-11,0.048852948,0.5519201206529193,4.177133954160072,4.20519796314397,0.22359509454017848,0.10007217240599073,-0.0011433385000000004,0.20815266000000002,0.12242046563141538,3.4799780363408716e-05,0.006773723281063703,0.041506362556709586,0.019744968208528314
2050-05-12,0.046872962,-1.1729037993864966,5.163878892174581,2.753274848534816,0.22168074380803585,0.10082702972194994,-0.0009323730000000002,0.201981834,0.12919116618568854,3.772991966533292e-05,0.008487884531544022,0.041373718659943215,0.026430929708940988
